check,fund,source_a,value_a,source_b,value_b,diff,flag
flow:mon1Redemption,COIX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,COIX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,COIX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,COIX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,COIX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,CQTM,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,CQTM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,CQTM,AP_orders,7884070.00,TB@20260624,7759070.00,125000.00,
flow:mon2Redemption,CQTM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,CQTM,AP_orders,7630580.00,TB@20260624,7630580.00,0.00,
flow:mon3Redemption,CQTM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,CRUC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,CRUC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,CRUC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,CRUC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,CRUC,AP_orders,250000.00,TB@20260624,250000.00,0.00,
flow:mon3Redemption,CRUC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,CTJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,CTJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,CTJN,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,CTJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,CTJN,AP_orders,1000000.00,TB@20260624,750000.00,250000.00,REVIEW
flow:mon3Redemption,CTJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,CTMA,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,CTMA,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,CTMA,AP_orders,5156498.50,TB@20260624,5031498.50,125000.00,
flow:mon2Redemption,CTMA,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,CTMA,AP_orders,127986.50,TB@20260624,127986.50,0.00,
flow:mon3Redemption,CTMA,AP_orders,639952.50,TB@20260624,639952.50,0.00,
flow:mon1Sales,CUST,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,CUST,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,CUST,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,CUST,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,CUST,AP_orders,7508946.00,TB@20260624,7258946.00,250000.00,
flow:mon3Redemption,CUST,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,DELC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,DELC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,DELC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,DELC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,DELC,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,DELC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,DIPR,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,DIPR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,DIPR,AP_orders,3953025.00,TB@20260624,2497345.00,1455680.00,REVIEW
flow:mon2Redemption,DIPR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,DIPR,AP_orders,0.00,TB@20260624,1330680.00,-1330680.00,REVIEW
flow:mon3Redemption,DIPR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,DISC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,DISC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,DISC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,DISC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,DISC,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,DISC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,DOCK,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,DOCK,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,DOCK,AP_orders,1543757.50,TB@20260624,1418757.50,125000.00,REVIEW
flow:mon2Redemption,DOCK,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,DOCK,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,DOCK,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,EMJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,EMJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,EMJN,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,EMJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,EMJN,AP_orders,1478270.00,TB@20260624,1228270.00,250000.00,REVIEW
flow:mon3Redemption,EMJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,EMMY,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,EMMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,EMMY,AP_orders,6290660.00,TB@20260624,6165660.00,125000.00,
flow:mon2Redemption,EMMY,AP_orders,1380931.00,TB@20260624,1006828.00,374103.00,REVIEW
flow:mon3Sales,EMMY,AP_orders,1492246.00,TB@20260624,1492246.00,0.00,
flow:mon3Redemption,EMMY,AP_orders,1122700.50,TB@20260624,1496803.50,-374103.00,REVIEW
flow:mon1Sales,EMXX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,EMXX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,EMXX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,EMXX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,EMXX,AP_orders,482030.00,TB@20260624,232030.00,250000.00,REVIEW
flow:mon3Redemption,EMXX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,EUV,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,EUV,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,EUV,AP_orders,265532448.00,TB@20260624,265407448.00,125000.00,
flow:mon2Redemption,EUV,AP_orders,66074182.50,TB@20260624,6146392.50,59927790.00,REVIEW
flow:mon3Sales,EUV,AP_orders,199372812.50,TB@20260624,196495802.50,2877010.00,
flow:mon3Redemption,EUV,AP_orders,29987946.00,TB@20260624,89915736.00,-59927790.00,REVIEW
flow:mon1Sales,EUVX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,EUVX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,EUVX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,EUVX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,EUVX,AP_orders,1935838.00,TB@20260624,763966.00,1171872.00,REVIEW
flow:mon3Redemption,EUVX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,EYES,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,EYES,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,EYES,AP_orders,3349803.50,TB@20260624,1263074.50,2086729.00,REVIEW
flow:mon2Redemption,EYES,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,EYES,AP_orders,0.00,TB@20260624,1961729.00,-1961729.00,REVIEW
flow:mon3Redemption,EYES,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,FBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,FBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,FBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,FBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,FBX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,FBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,FDRS,AP_orders,53780344.00,TB@20260624,84949377.00,-31169033.00,REVIEW
flow:mon1Redemption,FDRS,AP_orders,0.00,TB@20260624,6157027.00,-6157027.00,REVIEW
flow:mon2Sales,FDRS,AP_orders,9102349.00,TB@20260624,7600375.00,1501974.00,REVIEW
flow:mon2Redemption,FDRS,AP_orders,1157510.00,TB@20260624,1157510.00,0.00,
flow:mon3Sales,FDRS,AP_orders,18541933.00,TB@20260624,20043907.00,-1501974.00,REVIEW
flow:mon3Redemption,FDRS,AP_orders,5398231.00,TB@20260624,5398231.00,0.00,
flow:mon1Sales,FDRX,AP_orders,8086283.00,TB@20260624,17557169.00,-9470886.00,REVIEW
flow:mon1Redemption,FDRX,AP_orders,0.00,TB@20260624,2008107.00,-2008107.00,REVIEW
flow:mon2Sales,FDRX,AP_orders,2047077.00,TB@20260624,2047077.00,0.00,
flow:mon2Redemption,FDRX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,FDRX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,FDRX,AP_orders,642372.00,TB@20260624,642372.00,0.00,
flow:mon1Sales,GASZ,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,GASZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,GASZ,AP_orders,4335250.50,TB@20260624,2790446.50,1544804.00,REVIEW
flow:mon2Redemption,GASZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,GASZ,AP_orders,6753702.00,TB@20260624,8173506.00,-1419804.00,REVIEW
flow:mon3Redemption,GASZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,GLAM,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,GLAM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,GLAM,AP_orders,1408622.50,TB@20260624,1283622.50,125000.00,REVIEW
flow:mon2Redemption,GLAM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,GLAM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,GLAM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,GNMX,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,GNMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,GNMX,AP_orders,1402266.00,TB@20260624,1277266.00,125000.00,REVIEW
flow:mon2Redemption,GNMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,GNMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,GNMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,GOGL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,GOGL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,GOGL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,GOGL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,GOGL,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,GOGL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,GPTZ,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,GPTZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,GPTZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,GPTZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,GPTZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,GPTZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,HJUN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,HJUN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,HJUN,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,HJUN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,HJUN,AP_orders,1374316.00,TB@20260624,1124316.00,250000.00,REVIEW
flow:mon3Redemption,HJUN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,HMAY,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,HMAY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,HMAY,AP_orders,5271380.50,TB@20260624,5146380.50,125000.00,
flow:mon2Redemption,HMAY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,HMAY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,HMAY,AP_orders,506546.00,TB@20260624,506546.00,0.00,
flow:mon1Sales,HULL,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,HULL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,HULL,AP_orders,2827856.00,TB@20260624,2702856.00,125000.00,
flow:mon2Redemption,HULL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,HULL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,HULL,AP_orders,382447.50,TB@20260624,0.00,382447.50,REVIEW
flow:mon1Sales,HYUX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,HYUX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,HYUX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,HYUX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,HYUX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,HYUX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,ICEE,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,ICEE,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,ICEE,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,ICEE,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,ICEE,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,ICEE,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,IDJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,IDJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,IDJN,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,IDJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,IDJN,AP_orders,1491906.00,TB@20260624,1241906.00,250000.00,REVIEW
flow:mon3Redemption,IDJN,AP_orders,497848.00,TB@20260624,497848.00,0.00,
flow:mon1Sales,IDMY,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,IDMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,IDMY,AP_orders,5167504.00,TB@20260624,5042504.00,125000.00,
flow:mon2Redemption,IDMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,IDMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,IDMY,AP_orders,376906.50,TB@20260624,376906.50,0.00,
flow:mon1Sales,IONC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,IONC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,IONC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,IONC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,IONC,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,IONC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,IOSX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,IOSX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,IOSX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,IOSX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,IOSX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,IOSX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,JOUL,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,JOUL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,JOUL,AP_orders,7211386.00,TB@20260624,2779589.00,4431797.00,REVIEW
flow:mon2Redemption,JOUL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,JOUL,AP_orders,4376043.00,TB@20260624,8682840.00,-4306797.00,REVIEW
flow:mon3Redemption,JOUL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,JUNC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,JUNC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,JUNC,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,JUNC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,JUNC,AP_orders,1246176.00,TB@20260624,996176.00,250000.00,REVIEW
flow:mon3Redemption,JUNC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,KEYX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,KEYX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,KEYX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,KEYX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,KEYX,AP_orders,250000.00,TB@20260624,250000.00,0.00,
flow:mon3Redemption,KEYX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,KI,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,KI,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,KI,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,KI,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,KI,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,KI,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,KRWX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,KRWX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,KRWX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,KRWX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,KRWX,AP_orders,2356487.00,TB@20260624,1175252.00,1181235.00,REVIEW
flow:mon3Redemption,KRWX,AP_orders,1287098.00,TB@20260624,1287098.00,0.00,
flow:mon1Sales,KYC,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,KYC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,KYC,AP_orders,1478468.00,TB@20260624,1353468.00,125000.00,REVIEW
flow:mon2Redemption,KYC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,KYC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,KYC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,LASC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,LASC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,LASC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,LASC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,LASC,AP_orders,250000.00,TB@20260624,250000.00,0.00,
flow:mon3Redemption,LASC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,LASX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,LASX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,LASX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,LASX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,LASX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,LASX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,LATR,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,LATR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,LATR,AP_orders,1470328.00,TB@20260624,1345328.00,125000.00,REVIEW
flow:mon2Redemption,LATR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,LATR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,LATR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,LRNX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,LRNX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,LRNX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,LRNX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,LRNX,AP_orders,250000.00,TB@20260624,250000.00,0.00,
flow:mon3Redemption,LRNX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,MAYC,AP_orders,1000000.00,TB@20260624,25.00,999975.00,REVIEW
flow:mon1Redemption,MAYC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,MAYC,AP_orders,4275755.00,TB@20260624,5275730.00,-999975.00,REVIEW
flow:mon2Redemption,MAYC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,MAYC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,MAYC,AP_orders,646830.00,TB@20260624,646830.00,0.00,
flow:mon1Sales,MDTX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,MDTX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,MDTX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,MDTX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,MDTX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,MDTX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,MGKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,MGKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,MGKX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,MGKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,MGKX,AP_orders,582704.50,TB@20260624,332704.50,250000.00,REVIEW
flow:mon3Redemption,MGKX,AP_orders,214508.00,TB@20260624,0.00,214508.00,REVIEW
flow:mon1Sales,MIC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,MIC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,MIC,AP_orders,0.00,TB@20260624,0.00,0.00,
